,,Total,2165,DIV 4,,,,,,DIV 7,,,,,,DIV 14,,,,,,DIV 21,,,,,,DIV 28,,,,,
Q8BTY2,Sodium bicarbonate cotransporter 3,Slc4a7,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q5U4D8,Sodium-dependent multivitamin transporter,Slc5a6,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P31648,Sodium- and chloride-dependent GABA transporter 1,Slc6a1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,5,0.5,6
P31650,Sodium- and chloride-dependent GABA transporter 3,Slc6a11,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,2,0.5,0.5,0.5,4,0.5,3,0.5,4,0.5,4,0.5,1,0.5,3,0.5,1,0.5,2,0.5,3
P28571,Sodium- and chloride-dependent glycine transporter 1,Slc6a9,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,0.5,4
Q09143,High affinity cationic amino acid transporter 1,Slc7a1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9WTR6,Cystine/glutamate transporter,Slc7a11,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P70423,Cationic amino acid transporter 3,Slc7a3,,0.5,0.5,0.5,0.5,0.5,1,0.5,2,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1
Q9Z127,Large neutral amino acids transporter small subunit 1,Slc7a5,,0.5,0.5,0.5,1,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,2,0.5,1,0.5,1,0.5,2,0.5,0.5,0.5,0.5,0.5,3,0.5,2,0.5,0.5
P70414,Sodium/calcium exchanger 1,Slc8a1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,3,0.5,1,0.5,4,0.5,3,0.5,2,0.5,5,0.5,1,0.5,5,0.5,1,0.5,3,0.5,8
Q8K596,Sodium/calcium exchanger 2,Slc8a2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,3,0.5,1,0.5,2,0.5,5
Q80TR4,Slit homolog 1 protein,Slit1,,0.5,0.5,0.5,0.5,0.5,6,0.5,13,0.5,24,0.5,9,0.5,2,0.5,8,0.5,8,0.5,0.5,0.5,0.5,0.5,19,0.5,0.5,0.5,0.5,0.5,17
Q9R1B9,Slit homolog 2 protein,Slit2,,0.5,1,0.5,0.5,0.5,11,0.5,16,0.5,35,0.5,16,0.5,6,0.5,8,0.5,16,0.5,3,0.5,5,0.5,32,0.5,2,0.5,5,0.5,30
Q9WVB4,Slit homolog 3 protein,Slit3,,0.5,0.5,0.5,0.5,0.5,4,0.5,11,0.5,20,0.5,5,0.5,1,0.5,9,0.5,22,0.5,0.5,0.5,1,0.5,18,0.5,0.5,0.5,0.5,0.5,13
Q810C1,SLIT and NTRK-like protein 1,Slitrk1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5
Q810C0,SLIT and NTRK-like protein 2,Slitrk2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,0.5,0.5,0.5,0.5,0.5,2,0.5,2,0.5,1,0.5,0.5,0.5,1,0.5,3,0.5,0.5,0.5,3,0.5,2
Q810B9,SLIT and NTRK-like protein 3,Slitrk3,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5
Q810B8,SLIT and NTRK-like protein 4,Slitrk4,,0.5,0.5,0.5,0.5,0.5,1,0.5,6,0.5,4,0.5,1,0.5,3,0.5,4,0.5,5,0.5,4,0.5,5,0.5,5,0.5,4,0.5,2,0.5,3
Q810B7,SLIT and NTRK-like protein 5,Slitrk5,,0.5,0.5,0.5,0.5,0.5,2,0.5,3,0.5,5,0.5,4,0.5,4,0.5,2,0.5,8,0.5,1,0.5,4,0.5,8,0.5,2,0.5,2,0.5,2
Q8CH25,SAFB-like transcription modulator,Sltm,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q6DIC0,Probable global transcription activator SNF2L2,Smarca2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,3,#N/A,#N/A,#N/A,#N/A,1,1,0.5,1,3,3,0.5,0.5,1,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q3TKT4,Transcription activator BRG1,Smarca4,,2,1,1,2,1,1,2,2,2,1,2,2,1,1,0.5,1,2,2,0.5,0.5,1,0.5,3,1,0.5,0.5,1,0.5,1,1
Q04692,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,Smarcad1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P97496,SWI/SNF complex subunit SMARCC1,Smarcc1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9CU62,Structural maintenance of chromosomes protein 1A,Smc1a,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,1,#N/A,#N/A,#N/A,#N/A,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9CW03,Structural maintenance of chromosomes protein 3,Smc3,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P0C8K7,Small integral membrane protein 1,Smim1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q8BLY1,SPARC-related modular calcium-binding protein 1,Smoc1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5
Q8CD91,SPARC-related modular calcium-binding protein 2,Smoc2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9JJY3,Sphingomyelin phosphodiesterase 3,Smpd3,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9CUN6,E3 ubiquitin-protein ligase SMURF1,Smurf1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P60879,Synaptosomal-associated protein 25,Snap25,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,2,0.5,1,0.5,6
Q78PY7,Staphylococcal nuclease domain-containing protein 1,Snd1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q8BIZ6,Smad nuclear-interacting protein 1,Snip1,,1,0.5,0.5,0.5,0.5,0.5,4,2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5
Q6P4T2,U5 small nuclear ribonucleoprotein 200 kDa helicase,Snrnp200,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,10,0.5,0.5,0.5,0.5,0.5,1,0.5,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q8K194,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein,Snrnp27,,3,0.5,1,2,5,4,14,13,6,4,4,3,12,5,10,11,8,4,5,0.5,14,7,4,0.5,11,7,11,9,6,5
Q62376,U1 small nuclear ribonucleoprotein 70 kDa,Snrnp70,,2,1,0.5,2,0.5,0.5,4,2,1,0.5,2,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q62189,U1 small nuclear ribonucleoprotein A,Snrpa,,1,0.5,0.5,1,0.5,0.5,3,0.5,0.5,0.5,1,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1
P27048,Small nuclear ribonucleoprotein-associated protein B,Snrpb,,1,0.5,0.5,1,0.5,0.5,3,1,2,0.5,1,0.5,2,1,0.5,1,1,1,1,0.5,1,1,2,0.5,0.5,0.5,0.5,0.5,2,0.5
P62315,Small nuclear ribonucleoprotein Sm D1,Snrpd1,,2,2,2,2,2,1,1,3,2,2,2,3,1,0.5,1,2,3,0.5,2,0.5,1,1,2,1,2,0.5,2,2,2,1
P62317,Small nuclear ribonucleoprotein Sm D2,Snrpd2,,5,1,2,3,0.5,0.5,3,1,1,3,4,4,1,0.5,1,1,2,0.5,1,1,0.5,0.5,4,1,3,0.5,2,1,2,0.5
P62320,Small nuclear ribonucleoprotein Sm D3,Snrpd3,,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,0.5,1,1,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,1,0.5
P62305,Small nuclear ribonucleoprotein E,Snrpe,,2,0.5,0.5,0.5,0.5,0.5,2,1,0.5,0.5,2,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,2,1
P62307,Small nuclear ribonucleoprotein F,Snrpf,,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
P62309,Small nuclear ribonucleoprotein G,Snrpg,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5
Q9D0T1,NHP2-like protein 1,Snu13,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5
Q9WV80,Sorting nexin-1,Snx1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,1,0.5,#N/A,#N/A,#N/A,#N/A
Q9CWK8,Sorting nexin-2,Snx2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,1,0.5,#N/A,#N/A,#N/A,#N/A
Q6NZL0,Protein SOGA3,Soga3,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9JLC4,VPS10 domain-containing receptor SorCS1,Sorcs1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,1,0.5,1,0.5,0.5,0.5,1,0.5,2,#N/A,#N/A,0.5,2,#N/A,#N/A,#N/A,#N/A
Q9EPR5,VPS10 domain-containing receptor SorCS2,Sorcs2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,2,0.5,5,0.5,1,0.5,4,0.5,2,0.5,7,0.5,12
O88307,Sortilin-related receptor,Sorl1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,10,0.5,4,#N/A,#N/A,0.5,3,#N/A,#N/A,#N/A,#N/A
Q6PHU5,Sortilin,Sort1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,2,0.5,0.5
Q9CQN4,Sclerostin domain-containing protein 1,Sostdc1,,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,2,2,1,2,0.5,0.5,2,1,2,1,0.5,0.5,2,1,1,0.5,0.5,0.5
P07214,SPARC,Sparc,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P70663,SPARC-like protein 1,Sparcl1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9CYN2,Signal peptidase complex subunit 2,Spcs2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q8R0G7,Protein spinster homolog 1,Spns1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q62288,Testican-1,Spock1,,0.5,0.5,0.5,0.5,0.5,2,0.5,3,0.5,1,0.5,2,0.5,1,0.5,4,0.5,8,0.5,1,0.5,2,0.5,0.5,0.5,0.5,0.5,1,0.5,2
Q9ER58,Testican-2,Spock2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q8BKV0,Testican-3,Spock3,,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,4,0.5,4,0.5,1,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,3
Q8VCC9,Spondin-1,Spon1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,0.5,0.5,0.5,0.5,0.5,7,0.5,0.5,0.5,2,0.5,1
Q91WK1,SPRY domain-containing protein 4,Spryd4,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P16546,"Spectrin alpha chain, non-erythrocytic 1",Sptan1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,2,2,0.5,0.5,1,0.5,2,8,0.5,0.5,0.5,4,0.5,0.5,0.5,2,0.5,2
P15508,"Spectrin beta chain, erythrocytic",Sptb,,1,1,3,1,1,1,0.5,0.5,1,1,1,3,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,1,1,0.5,0.5,1,1,2,1
Q62261,"Spectrin beta chain, non-erythrocytic 1",Sptbn1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,2,1,0.5,0.5,0.5,0.5,2,4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,2,4
Q9R112,"Sulfide:quinone oxidoreductase, mitochondrial",Sqor,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,1,0.5,#N/A,#N/A,#N/A,#N/A
P05480,Neuronal proto-oncogene tyrosine-protein kinase Src,Src,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9QWI6,SRC kinase signaling inhibitor 1,Srcin1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,1,0.5,0.5,1,4,0.5,0.5,0.5,0.5,0.5,0.5
Q8BZX4,Splicing regulatory glutamine/lysine-rich protein 1,Srek1,,0.5,0.5,0.5,0.5,1,1,3,3,1,0.5,0.5,0.5,2,3,1,3,1,1,0.5,0.5,2,0.5,0.5,1,2,0.5,3,2,1,0.5
Q91Z69,SLIT-ROBO Rho GTPase-activating protein 1,Srgap1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,1,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q91Z67,SLIT-ROBO Rho GTPase-activating protein 2,Srgap2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q812A2,SLIT-ROBO Rho GTPase-activating protein 3,Srgap3,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,4,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5
Q64674,Spermidine synthase,Srm,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
O54781,SRSF protein kinase 2,Srpk2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P47758,Signal recognition particle receptor subunit beta,Srprb,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5
Q9QZX7,Serine racemase,Srr,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,1,1,1,1,0.5,0.5,1,0.5,1,0.5,1,1,1,0.5,0.5,0.5
Q52KI8,Serine/arginine repetitive matrix protein 1,Srrm1,,0.5,0.5,0.5,0.5,0.5,0.5,1,2,1,0.5,0.5,0.5,4,2,1,1,1,0.5,4,1,5,2,1,0.5,3,2,3,0.5,3,0.5
Q8BTI8,Serine/arginine repetitive matrix protein 2,Srrm2,,0.5,0.5,0.5,0.5,0.5,1,0.5,8,0.5,1,0.5,2,1,0.5,1,5,0.5,1,0.5,0.5,3,2,0.5,0.5,0.5,0.5,1,1,1,2
Q99MR6,Serrate RNA effector molecule homolog,Srrt,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,1,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q6PDM2,Serine/arginine-rich splicing factor 1,Srsf1,,39,34,34,43,40,41,73,63,41,33,50,37,45,53,54,75,55,66,33,26,38,39,41,30,38,38,32,29,42,37
Q9R0U0,Serine/arginine-rich splicing factor 10,Srsf10,,8,5,6,8,13,11,24,20,11,7,12,8,15,11,13,12,14,12,9,7,14,7,8,6,16,10,8,7,10,9
Q62093,Serine/arginine-rich splicing factor 2,Srsf2,,13,7,9,11,8,8,18,11,10,8,14,13,13,11,13,6,13,7,14,7,10,5,16,6,6,8,15,7,15,13
P84104,Serine/arginine-rich splicing factor 3,Srsf3,,10,10,8,11,18,16,46,38,20,14,13,12,34,28,47,26,35,18,27,14,35,75,16,12,33,27,14,10,21,18
Q8VE97,Serine/arginine-rich splicing factor 4,Srsf4,,5,5,6,7,7,9,8,4,7,4,8,7,4,2,1,3,2,3,2,1,2,0.5,6,4,1,0.5,3,3,5,3
O35326,Serine/arginine-rich splicing factor 5,Srsf5,,1,1,1,1,4,0.5,5,2,2,0.5,1,1,2,3,1,1,1,1,2,0.5,3,1,2,0.5,2,1,1,0.5,3,1
Q3TWW8,Serine/arginine-rich splicing factor 6,Srsf6,,6,5,7,8,6,7,7,4,7,3,8,7,6,2,4,3,3,3,2,1,3,1,5,3,1,0.5,4,4,7,3
Q8BL97,Serine/arginine-rich splicing factor 7,Srsf7,,8,8,6,8,9,10,19,18,9,8,8,9,19,12,13,12,22,9,15,9,10,10,7,8,11,9,7,5,11,10
Q9D0B0,Serine/arginine-rich splicing factor 9,Srsf9,,0.5,0.5,1,0.5,0.5,0.5,6,3,0.5,0.5,1,1,4,1,3,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,1,1,1
P32067,Lupus La protein homolog,Ssb,,0.5,0.5,0.5,0.5,0.5,0.5,2,5,0.5,1,0.5,0.5,2,1,1,5,1,3,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5
Q9DCF9,Translocon-associated protein subunit gamma,Ssr3,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,1,1,0.5,0.5
Q62186,Translocon-associated protein subunit delta,Ssr4,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q08943,FACT complex subunit SSRP1,Ssrp1,,1,0.5,0.5,1,1,0.5,2,5,0.5,0.5,6,2,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5
Q99L47,Hsc70-interacting protein,St13,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q64689,"Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase",St8sia3,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
O35638,Cohesin subunit SA-2,Stag2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P42227,Signal transducer and activator of transcription 3,Stat3,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,#N/A,#N/A,0.5,1,#N/A,#N/A,#N/A,#N/A
Q9Z108,Double-stranded RNA-binding protein Staufen homolog 1,Stau1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P54227,Stathmin,Stmn1,,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
